DLL Page Link,Authorized Name,Author Name Native Language,Author Name Latin,Author Name English,Other Alternative Name Form(s),Related to other DLL Author(s),BNE Name,BNF Name,DNB Name,ICCU Name,ISNI Name,Perseus Name,Author Name Abbreviations,Author Birth Date,Author Death Date,Floruit/Active,Time Period,VIAF Source,LoC Source,LofC URI,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Wikidata URL,Wikipedia,WorldCat Identity,DLL Identifier,VIAF ID,LoC ID,PHI Number,Stoa Number,CTS URN
https://catalog.digitallatin.org/dll-author/A4227,"Pelacani da Parma, Biagio, approximately 1347-1416",Biagio Pelacani da Parma,Blasius Parmensis,Blasius de Parma,,,,Blasius de Parma 1347-1416,Blasius Parmensis 1347-1416,,Biagio Pelacani ca1347-1416 da Parma,,,1347 A.D.,1416 A.D.,14th Century A.D. - 15th Century A.D.,Medieval,http://viaf.org/viaf/79073402,http://lccn.loc.gov/n80030834,https://id.loc.gov/authorities/names/n80030834,,http://catalogue.bnf.fr/ark:/12148/cb12182615f,http://d-nb.info/gnd/119152940,,http://isni.org/isni/0000000081588264,https://www.wikidata.org/entity/Q855257#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Blasius_of_Parma,https://www.worldcat.org/identities/lccn-n80030834,A4227,79073402,n80030834,,,
https://catalog.digitallatin.org/dll-author/A4296,"Heytesbury, William, active 1340",,Guilelmus Hentisberus,William Heytesbury,,,,Guillaume d'Heytesbury 1313?-1372?,Guilelmus Hentisberus 1313-1373,,Guillaume d'Heytesbury 1313?-1372?,,,,1340 A.D. ,14th Century A.D.,Medieval,http://viaf.org/viaf/91729017,http://lccn.loc.gov/n80043421,https://id.loc.gov/authorities/names/n80043421,,http://catalogue.bnf.fr/ark:/12148/cb12450614h,http://d-nb.info/gnd/1090026307,,http://isni.org/isni/000000008006440X,https://www.wikidata.org/entity/Q1856133#sitelinks-wikipedia,https://en.wikipedia.org/wiki/William_of_Heytesbury,https://www.worldcat.org/identities/lccn-n80043421,A4296,91729017,n80043421,,,
https://catalog.digitallatin.org/dll-author/A4305,Reposianus,,Reposianus,Reposianus,,,Reposiano,Reposianus,Reposianus 3./4. Jh.,,Reposianus 3./4. Jh,Reposianus,,,,3rd Century A.D.,Classical,http://viaf.org/viaf/281977013,http://lccn.loc.gov/n2001026427,https://id.loc.gov/authorities/names/n2001026427,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1085773,http://catalogue.bnf.fr/ark:/12148/cb128686041,http://d-nb.info/gnd/118788396,,http://isni.org/isni/0000000388742238,https://www.wikidata.org/entity/Q3933211#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n2001026427,A4305,281977013,n2001026427,,stoa0242,urn:cts:latinLit:stoa0242:
https://catalog.digitallatin.org/dll-author/A4304,"Bucer, Martin, 1491-1551",Martin Butzer,Martinus Bucerus,Martin Bucer,,,"Bucer, Martin",Bucer Martin 1491-1551,"Bucer, Martin 1491-1551","Butzer , Martin ","Butzer, M. 1491-1551",,,1491 A.D.,1551 A.D.,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/2478527,http://lccn.loc.gov/n50036693,https://id.loc.gov/authorities/names/n50036693,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX907919,http://catalogue.bnf.fr/ark:/12148/cb11929851j,http://d-nb.info/gnd/118516507,http://id.sbn.it/af/IT\ICCU\CFIV\068275,http://isni.org/isni/000000012117864X,https://www.wikidata.org/entity/Q318622#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Martin_Bucer,https://www.worldcat.org/identities/lccn-n50036693,A4304,2478527,n50036693,,,
https://catalog.digitallatin.org/dll-author/A5591,"John XXII, Pope, -1334",,Iohannes XXII,John XXII,,,,Jean XXII pape 1245-1334,Johannes XXII. Papst 1244-1334,,John -1334 Pope XXII,,,,1334,14th Century A.D.,Neo-Latin,http://viaf.org/viaf/32005351,http://lccn.loc.gov/n50057518,https://id.loc.gov/authorities/names/n50057518,,http://catalogue.bnf.fr/ark:/12148/cb11988770j,http://d-nb.info/gnd/118557912,,http://isni.org/isni/0000000449165295,https://www.wikidata.org/entity/Q165568#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Pope_John_XXII,,A5591,32005351,n50057518,,,
https://catalog.digitallatin.org/dll-author/A5582,"Zwingli, Ulrich, 1484-1531",Huldrych Zwingli,Huldricus Zwinglius,Ulrich Zwingli,,,,Zwingli Ulrich 1484-1531,"Zwingli, Ulrich 1484-1531","Zwingli , Ulrich","Zwingli, Huldrych 1484-1531",,,1484 A.D.,1531 A.D. ,16th Century A.D. ,Neo-Latin,http://viaf.org/viaf/71399367,http://lccn.loc.gov/n79121329,https://id.loc.gov/authorities/names/n79121329,,http://catalogue.bnf.fr/ark:/12148/cb119297669,http://d-nb.info/gnd/118637533,http://id.sbn.it/af/IT\ICCU\CFIV\086604,http://isni.org/isni/000000012138657X,https://www.wikidata.org/entity/Q123034#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Huldrych_Zwingli,https://www.worldcat.org/identities/lccn-n79121329,A5582,71399367,n79121329,,,
https://catalog.digitallatin.org/dll-author/A4295,"Manuzio, Aldo, 1547-1597",Aldo Manuzio,Aldus Manutius,Aldus Manutius the Younger,,,,Manuzio Aldo 1547-1597,"Manuzio, Aldo 1547-1597","Manuzio , Aldo ","Manutius, Aldus 1547-1597 d.y",,,1547 A.D.,1597 A.D.,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/34630140,http://lccn.loc.gov/n88132189,https://id.loc.gov/authorities/names/n88132189,,http://catalogue.bnf.fr/ark:/12148/cb136016800,http://d-nb.info/gnd/11953469X,http://id.sbn.it/af/IT\ICCU\SBLV\187797,http://isni.org/isni/0000000121275394,https://www.wikidata.org/entity/Q2459068#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Aldus_Manutius_the_Younger,https://www.worldcat.org/identities/lccn-n88132189,A4295,34630140,n88132189,,,
https://catalog.digitallatin.org/dll-author/A4280,"Albertus, de Saxonia, -1390",Albert von Sachsen,Albertus de Saxonia,"Albert, Bishop of Halberstadt",,,Albertus de Saxonia,Albert de Saxe 1316?-1390,Albertus de Saxonia 1316-1390,,Albert,Albert of Saxony (Albertus de Saxonia 1316-1390),,,1390 A.D. ,14th Century A.D.,Medieval,http://viaf.org/viaf/23509947,http://lccn.loc.gov/n83033529,https://id.loc.gov/authorities/names/n83033529,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX890354,http://catalogue.bnf.fr/ark:/12148/cb12180947d,http://d-nb.info/gnd/118878646,,http://isni.org/isni/0000000108790965,https://www.wikidata.org/entity/Q61044#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Albert_of_Saxony_(philosopher),https://www.worldcat.org/identities/lccn-n83033529,A4280,23509947,n83033529,,stoa0017,urn:cts:latinLit:stoa0017:
https://catalog.digitallatin.org/dll-author/A4288,"Piccolomini, Enea Silvio, 1405-1464",Enea Silvio Piccolomini,Aeneas Sylvius Piccolominus,,,,"Pío II, Papa",Pie II pape 1405-1464,Pius II. Papst 1405-1464,Pius ,"Pius II, Pope","Piccolomini, Aeneas Sylvius (Pius II, Pope 1405-1464)",,1405 A.D.,1464 A.D.,15th Century A.D.,Neo-Latin,http://viaf.org/viaf/100571068,http://lccn.loc.gov/n50081908,https://id.loc.gov/authorities/names/n50081908,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1067648,http://catalogue.bnf.fr/ark:/12148/cb12018968p,http://d-nb.info/gnd/118594702,http://id.sbn.it/af/IT\ICCU\CFIV\019671,http://isni.org/isni/0000000121441321,https://www.wikidata.org/entity/Q101437#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Pope_Pius_II,https://www.worldcat.org/identities/lccn-n50081908,A4288,100571068,n50081908,,stoa0230,urn:cts:latinLit:stoa0230:
https://catalog.digitallatin.org/dll-author/A5593,"Duns Scotus, John, approximately 1266-1308",,Johannes Duns Scotus,John Duns Scot,,,"Juan Duns Escoto, Beato",,,,,,,approximately 1266 A.D.,1308 A.D.,13th Century A.D. - 14th Century A.D.,Medieval,http://viaf.org/viaf/87470154,http://lccn.loc.gov/n50066853,https://id.loc.gov/authorities/names/n50066853,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1721317,,,,,,,https://www.worldcat.org/identities/lccn-n50066853,A5593,87470154,n50066853,,,
https://catalog.digitallatin.org/dll-author/A5585,"John XXI, Pope, -1277",Pedro Hispano,Petrus Hispanus,Peter of Spain,,,"Juan XXI, Papa m. 1277",Jean XXI pape 1220?-1277,Johannes XXI. Papst 1210-1277,,,,,,1277 A.D. ,13th Century A.D.,Medieval,http://viaf.org/viaf/87227886,http://lccn.loc.gov/n86820241,https://id.loc.gov/authorities/names/n86820241,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX964690,http://catalogue.bnf.fr/ark:/12148/cb12179903r,http://d-nb.info/gnd/118557904,,,https://www.wikidata.org/entity/Q172916#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Pope_John_XXI,,A5585,87227886,n86820241,,,
https://catalog.digitallatin.org/dll-author/A4299,"Martinus, de Dacia, -1304",Morten Mogensen,Martinus Dacus,Martin of Dacia,,,,Martinus de Dacia ....-1304,Martinus de Dacia -1304,,Martinus de Dacia,,,,1304 A.D.,13th Century A.D.,Medieval,http://viaf.org/viaf/79399976,http://lccn.loc.gov/n85340761,https://id.loc.gov/authorities/names/n85340761,,http://catalogue.bnf.fr/ark:/12148/cb13567400g,http://d-nb.info/gnd/109030191X,,http://isni.org/isni/000000008159623X,https://www.wikidata.org/entity/Q3777109#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Martin_of_Dacia,https://www.worldcat.org/identities/lccn-n85340761,A4299,79399976,n85340761,,,
https://catalog.digitallatin.org/dll-author/A4307,"Vives, Juan Luis, 1492-1540",,Joannes Ludovicus Vives,,,,"Vives, Juan Luis 1492-1540",Vives Juan Luis 1492-1540,"Vives, Juan Luis 1492-1540","Vives , Juan Luis",Juan Luis Vives,,,1492 A.D.,1540 A.D.,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/71399403,http://lccn.loc.gov/n82123609,https://id.loc.gov/authorities/names/n82123609,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1107438,http://catalogue.bnf.fr/ark:/12148/cb11929884h,http://d-nb.info/gnd/118627295,http://id.sbn.it/af/IT\ICCU\CFIV\042907,http://isni.org/isni/0000000121386588,https://www.wikidata.org/entity/Q316357#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Juan_Luis_Vives,https://www.worldcat.org/identities/lccn-n82123609,A4307,71399403,n82123609,,,
https://catalog.digitallatin.org/dll-author/A4289,"Negri, Francesco, 1452-approximately 1523",Pescennio Francesco Negro,Franciscus Niger,,,,,,Franciscus Niger 1452-1496,,Francesco da Offeio O.M.Cap,,,1452 A.D.,approximately 1523 A.D. ,15 Century A.D. - 16th Century A.D.,Medieval,http://viaf.org/viaf/69746634,http://lccn.loc.gov/n88631751,https://id.loc.gov/authorities/names/n88631751,,,http://d-nb.info/gnd/100955398,,http://isni.org/isni/0000000120292248,,,https://www.worldcat.org/identities/lccn-n88631751,A4289,69746634,n88631751,,,
https://catalog.digitallatin.org/dll-author/A4302,"Vermigli, Pietro Martire, 1499-1562",,Petrus Martyr Vermilius,,,,"Vermigli, Pietro Martire",Vermigli Pietro Martire 1500-1562,"Vermigli, Pietro Martire 1499-1562",,Petrus Martyr Vermilius,,,1499 A.D.,1562 A.F.,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/95213458,http://lccn.loc.gov/n50053097,https://id.loc.gov/authorities/names/n50053097,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX968768,http://catalogue.bnf.fr/ark:/12148/cb11928002w,http://d-nb.info/gnd/118768123,,http://isni.org/isni/0000000122831583,https://www.wikidata.org/entity/Q598060#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Peter_Martyr_Vermigli,https://www.worldcat.org/identities/lccn-n50053097,A4302,95213458,n50053097,,,
https://catalog.digitallatin.org/dll-author/A5588,"Pellicanus, Konrad, 1478-1556",Conrad Kürsner,Pellicanus Conradus,,,,"Pellikan, Konrad 1478-1556",Pellikan Conrad 1478-1556,"Pellicanus, Conrad 1478-1556",,Conrad Pellican,,,1478 A.D.,1556 A.D.,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/41862976,http://lccn.loc.gov/nr93008646,https://id.loc.gov/authorities/names/nr93008646,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX4876240,http://catalogue.bnf.fr/ark:/12148/cb13195901n,http://d-nb.info/gnd/118739867,,http://isni.org/isni/000000012129718X,https://www.wikidata.org/entity/Q116548#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Konrad_Pellikan,https://www.worldcat.org/identities/lccn-nr93008646,A5588,41862976,nr93008646,,,
https://catalog.digitallatin.org/dll-author/A5579,"Oecolampadius, Johann, 1482-1531",Johann Hussgen,Joannes Oecolampadius,,,,,Oekolampad Johannes 1482-1531,"Ökolampadius, Johannes 1482-1531",,"Oecolampade, Johannes 1482-1531",,,1482 A.D.,1531 A.D. ,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/56634092,http://lccn.loc.gov/nr93007946,https://id.loc.gov/authorities/names/nr93007946,,http://catalogue.bnf.fr/ark:/12148/cb12078180k,http://d-nb.info/gnd/11709711X,,http://isni.org/isni/0000000121341048,https://www.wikidata.org/entity/Q123450#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Johannes_Oecolampadius,https://www.worldcat.org/identities/lccn-nr93007946,A5579,56634092,nr93007946,,,
https://catalog.digitallatin.org/dll-author/A4291,"Mykonius, Oswald, 1488-1552",Oswald Geishüsler,Myconius,,,,,Myconius 1488-1552,"Myconius, Oswald 1488-1552",,Oswald Myconius,,,1488 A.D.,1552 A.D.,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/22936778,http://lccn.loc.gov/n80064237,https://id.loc.gov/authorities/names/n80064237,,http://catalogue.bnf.fr/ark:/12148/cb12126123d,http://d-nb.info/gnd/118735462,,http://isni.org/isni/0000000081022500,https://www.wikidata.org/entity/Q116363#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Oswald_Myconius,https://www.worldcat.org/identities/lccn-n80064237,A4291,22936778,n80064237,,,
https://catalog.digitallatin.org/dll-author/A4276,"Nider, Johannes, approximately 1380-1438",,Joannes Niderus,John Nider,,,"Nider, Johannes",,,,"Nider, Johannes asi 1380-1438",,,1380 A.D.,1438 A.D.,14th Century A.D. - 15th Century A.D.,Medieval,http://viaf.org/viaf/44308497,http://lccn.loc.gov/n88085437,https://id.loc.gov/authorities/names/n88085437,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX826168,,,,http://isni.org/isni/000000011933982X,https://www.wikidata.org/entity/Q66836#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Johannes_Nider,,A4276,44308497,n88085437,,,
https://catalog.digitallatin.org/dll-author/A4285,"Campeggi, Lorenzo, 1474-1539",Lorenzo Campeggi,Laurentis Campeggius,,,,,Campeggi Lorenzo 1474-1539,"Campeggio, Lorenzo 1474-1539","Campeggi , Lorenzo ","Campeggi, Lorenzo",,,1474 A.D.,1539 A.D.,15th Century A.D. - 16th Century A.D.,Medieval,http://viaf.org/viaf/9837370,http://lccn.loc.gov/nr93011929,https://id.loc.gov/authorities/names/nr93011929,,http://catalogue.bnf.fr/ark:/12148/cb10639417t,http://d-nb.info/gnd/118666843,http://id.sbn.it/af/IT\ICCU\MILV\023991,http://isni.org/isni/0000000115595770,https://www.wikidata.org/entity/Q222941#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Lorenzo_Campeggio,https://www.worldcat.org/identities/lccn-nr93011929,A4285,9837370,nr93011929,,,
https://catalog.digitallatin.org/dll-author/A5590,"Aleandro, Girolamo, 1480-1542",,Hieronymus Aleander,,,,,Aleandro Gerolamo 1480-1542,"Aleander, Hieronymus 1480-1542","Aleandro , Girolamo ",Hieronymus Aleander,,,1480 A.D.,1542 A.D. ,16th Century A.D.,Neo-Latin,http://viaf.org/viaf/17319843,http://lccn.loc.gov/no90016420,https://id.loc.gov/authorities/names/no90016420,,http://catalogue.bnf.fr/ark:/12148/cb12459145k,http://d-nb.info/gnd/118647911,http://id.sbn.it/af/IT\ICCU\SBLV\300463,http://isni.org/isni/0000000110218685,https://www.wikidata.org/entity/Q918330#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Girolamo_Aleandro,https://www.worldcat.org/identities/lccn-no90016420,A5590,17319843,no90016420,,,
https://catalog.digitallatin.org/dll-author/A5581,"Hutten, Ulrich von, 1488-1523",Ulrich von Hutten,Huldericus Hutenus,Sir Ulrich Hutten,,,"Hutten, Ulrich von 1488-1523",Hutten Ulrich von 1488-1523,"Hutten, Ulrich von 1488-1523","Hutten , Ulrich : von ","Hutten, Ulrich von",,,1488 A.D.,1523 A.D.,15 Century A.D. - 16th Century A.D.,Medieval,http://viaf.org/viaf/95193756,http://lccn.loc.gov/n50082380,https://id.loc.gov/authorities/names/n50082380,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1308006,http://catalogue.bnf.fr/ark:/12148/cb130924946,http://d-nb.info/gnd/118555049,http://id.sbn.it/af/IT\ICCU\BVEV\023570,http://isni.org/isni/0000000122831559,https://www.wikidata.org/entity/Q77107#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Ulrich_von_Hutten,https://www.worldcat.org/identities/lccn-n50082380,A5581,95193756,n50082380,,,
https://catalog.digitallatin.org/dll-author/A4294,"Macarius, the Egyptian, Saint, active 4th century",,Macarius Magnus,Macarius the Great,,,Pseudo-Macario,,Macarius Aegyptius 300-390,,Macarius Pseudo-,"Macarius, Aegyptius, ca300-ca390",,c. 300 A.D.,c. 390 A.D.,4th Century A.D.,Classical,http://viaf.org/viaf/100191654,http://lccn.loc.gov/n82031613,https://id.loc.gov/authorities/names/n82031613,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX4856153,,http://d-nb.info/gnd/118575651,,http://isni.org/isni/000000044926885X,,,,A4294,100191654,n82031613,,stoa0184,urn:cts:latinLit:stoa0184:
https://catalog.digitallatin.org/dll-author/A4279,"Macarius, of Alexandria, Saint, active 4th century",,Macarius Alexandrinus,,,,Macario Magnes,,Macarius Alexandrinus -394,,Makary Aleksandryjczyk ca 295-ca 394) (św. ;,"Macarius, of Alexandria, Saint, active 4th century (Macarius Alexandrinus)                            ",,,,4th Century A.D.,Classical,http://viaf.org/viaf/56188577,http://lccn.loc.gov/no94021433,https://id.loc.gov/authorities/names/no94021433,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1290488,,http://d-nb.info/gnd/119265761,,http://isni.org/isni/0000000041534106,https://www.wikidata.org/entity/Q2743919#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Macarius_of_Alexandria,https://www.worldcat.org/identities/lccn-no94021433,A4279,56188577,no94021433,,stoa0185,urn:cts:latinLit:stoa0185:
https://catalog.digitallatin.org/dll-author/A4287,"Colonne, Guido delle, active 13th century",,,,,,"Colonne, Guido delle",Guido delle Colonne 1210?-1287?,Guido de Columnis 1210-1290,,"Columna, Guido de fl. 12--",,,approximately 1210 A.D.,approximately 1287 A.D.,13th Century A.D.,Medieval,http://viaf.org/viaf/100902725,http://lccn.loc.gov/n50033870,https://id.loc.gov/authorities/names/n50033870,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1001434,http://catalogue.bnf.fr/ark:/12148/cb121757931,http://d-nb.info/gnd/118543423,,http://isni.org/isni/0000000109290786,https://www.wikidata.org/entity/Q1248842#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Guido_delle_Colonne,https://www.worldcat.org/identities/lccn-n50033870,A4287,100902725,n50033870,,,
https://catalog.digitallatin.org/dll-author/A4300,"Marsilius, of Inghen, -1396",Marsilius van Inghen ,Marsilius de Inghen,Marsilius of Inghen,,,,Marsile d'Inghen 1340?-1396,Marsilius de Ingen 1330-1396,Marsilius : de Inghen,Marsilius,,,approximately 1340 A.D.,1396 A.D.,14th Century A.D.,Medieval,http://viaf.org/viaf/164966432,http://lccn.loc.gov/n83147883,https://id.loc.gov/authorities/names/n83147883,,http://catalogue.bnf.fr/ark:/12148/cb119843516,http://d-nb.info/gnd/118782169,http://id.sbn.it/af/IT\ICCU\BVEV\021519,http://isni.org/isni/0000000095614208,https://www.wikidata.org/entity/Q704472#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Marsilius_of_Inghen,https://www.worldcat.org/identities/lccn-n83147883,A4300,164966432,n83147883,,,
https://catalog.digitallatin.org/dll-author/A5584,"Buridan, Jean, 1300-1358",Jean Buridan,Joannes Buridanus,John Buridan,,,,Buridan Jean 1300?-1358,Johannes Buridanus 1300-1358,,,,,1300 A.D.,1358 A.D.,14th Century A.D.,Medieval,http://viaf.org/viaf/286011503,http://lccn.loc.gov/n50032056,https://id.loc.gov/authorities/names/n50032056,,http://catalogue.bnf.fr/ark:/12148/cb118858509,http://d-nb.info/gnd/118818864,,,,,https://www.worldcat.org/identities/lccn-n50032056,A5584,286011503,n50032056,,,
https://catalog.digitallatin.org/dll-author/A4298,"Dominicus, de Sancto Geminiano, approximately 1375-1425",Domenico da San Gimignano,Dominicus de Sancto Geminiano,,,,Domenico da San Gimignano ca. 1375-1424,,Dominicus de Sancto Geminiano -1424,,Domenico da San Gimignano ca. 1375-1424,,,1375 A.D.,1424 A.D.,14th Century A.D. - 15th Century A.D.,Medieval,http://viaf.org/viaf/61907367,http://lccn.loc.gov/n88070922,https://id.loc.gov/authorities/names/n88070922,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX4866797,,http://d-nb.info/gnd/100965466,,http://isni.org/isni/000000008141626X,,,https://www.worldcat.org/identities/lccn-n88070922,A4298,61907367,n88070922,,,
https://catalog.digitallatin.org/dll-author/A4306,"Joannes, de Sancto-Geminiano, -approximately 1314",Giovanni Di San Gimignano,Joannes de Sancto-Geminiano,,,,,,,,,"Joannes, Monachus, active 10th century?",,,approximately 1314 A.D.,13th Century A.D. - 14th Century A.D.,Medieval,http://viaf.org/viaf/253459112,http://lccn.loc.gov/n92069928,https://id.loc.gov/authorities/names/n92069928,,,,,,,,https://www.worldcat.org/identities/lccn-n92069928,A4306,253459112,n92069928,,stoa0162b,urn:cts:latinLit:stoa0162b:
https://catalog.digitallatin.org/dll-author/A4271,"Heinitz, Ernst, 1902-1998",Ernst Heinitz,Ernst Heinitz,,,,,,"Heinitz, Ernst 1902-1998","Heinitz , Ernst","Heinitz, Ernst 1902-1998",,,1902 A.D.,1998 A.D.,20th Century,Neo-Latin,http://viaf.org/viaf/109646453,http://lccn.loc.gov/no2011000306,https://id.loc.gov/authorities/names/no2011000306,,,http://d-nb.info/gnd/118709720,http://id.sbn.it/af/IT\ICCU\MILV\160632,http://isni.org/isni/0000000110037083,https://www.wikidata.org/entity/Q1358560#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no2011000306,A4271,109646453,no2011000306,,,
https://catalog.digitallatin.org/dll-author/A4301,"Radulphus, Brito, active 1295-1320",Raoul le Breton,Radulphus Brito,Ralph the Breton,,,,Raoul le Breton 1270?-1320 ?,Radulfus Brito,,"Radulfus, Brito 127?-13??",,,,1320 A.D. ,13th Century A.D. - 14th Century A.D.,Medieval,http://viaf.org/viaf/64799910,http://lccn.loc.gov/n80103843,https://id.loc.gov/authorities/names/n80103843,,http://catalogue.bnf.fr/ark:/12148/cb12004407x,http://d-nb.info/gnd/118597701,,http://isni.org/isni/0000000061489832,https://www.wikidata.org/entity/Q1222132#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Radulphus_Brito,https://www.worldcat.org/identities/lccn-n80103843,A4301,64799910,n80103843,,,
https://catalog.digitallatin.org/dll-author/A5587,"Hugh, of Saint-Victor, 1096?-1141",,Hugo de Sancto Victore,Hugh of Saint Victor,,,Hugo de Sancto Victore 1096?-1141,Hugues de Saint-Victor 1096?-1141,Hugo de Sancto Victore 1096-1141,Hugo : de Sancto Victore,Hugues de Saint-Victor 1096?-1141,"Hugh, of Saint-Victor, 1096?-1141",,1096? A.D.,1141 A.D.,12th Century A.D.,Medieval,http://viaf.org/viaf/9865788,http://lccn.loc.gov/n50079116,https://id.loc.gov/authorities/names/n50079116,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX974121,http://catalogue.bnf.fr/ark:/12148/cb12047086h,http://d-nb.info/gnd/118554611,http://id.sbn.it/af/IT\ICCU\CFIV\070575,http://isni.org/isni/0000000121201563,https://www.wikidata.org/entity/Q317554#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Hugh_of_Saint_Victor,https://www.worldcat.org/identities/lccn-n50079116,A5587,9865788,n50079116,,stoa0154,urn:cts:latinLit:stoa0154:
https://catalog.digitallatin.org/dll-author/A5578,"Gregory XIII, Pope, 1502-1585",Ugo Boncompagni,Gregorius XIII,Gregory XIII,,,,,,,,"Gregory XIII, Pope, 1502-1585                           ",,1502 A.D.,1585 A.D.,16th Century A.D.,Medieval,http://viaf.org/viaf/179062495,http://lccn.loc.gov/n85206079,https://id.loc.gov/authorities/names/n85206079,,,,,,,,,A5578,179062495,n85206079,,stoa0142,urn:cts:latinLit:stoa0142:
https://catalog.digitallatin.org/dll-author/A4290,Pomponius Porphyrio,,Pomponius Porphyrio,,,,"Porfirio, Pomponio",Porphyrio Pomponius 02..-02..,"Porphyrio, Pomponius ca. 2./3. Jh.",,"Porphyrio, Pomponius fl. 2e eeuw","Pomponius Porphyrio, 3rd cent.",,,,2nd Century A.D.-3rd Century A.D.,Classical,http://viaf.org/viaf/68839172,http://lccn.loc.gov/nr97044688,https://id.loc.gov/authorities/names/nr97044688,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1074816,http://catalogue.bnf.fr/ark:/12148/cb12554636z,http://d-nb.info/gnd/100250408,,http://isni.org/isni/0000000083444045,https://www.wikidata.org/entity/Q934244#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Pomponius_Porphyrion,https://www.worldcat.org/identities/lccn-nr97044688,A4290,68839172,nr97044688,phi1512,,urn:cts:latinLit:phi1512:
https://catalog.digitallatin.org/dll-author/A4275,"Rufus, Sextus",Rufus Festus,Rufius Festus,Festus,,,"Festo, Rufo",Festus historicus 03..?-0379,"Festus, Rufius -380","Avienus , Rufus Festus","Rufus Festus, Sextus, 300-t. e.Kr","Rufus, Sextus",,,380 A.D.,4th Century A.D.,Classical,http://viaf.org/viaf/79076696,http://lccn.loc.gov/n88181630,https://id.loc.gov/authorities/names/n88181630,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX5165576,http://catalogue.bnf.fr/ark:/12148/cb122000076,http://d-nb.info/gnd/118843966,http://id.sbn.it/af/IT\ICCU\PUVV\039177,http://isni.org/isni/0000000121200675,https://www.wikidata.org/entity/Q666127#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Festus_(historian),https://www.worldcat.org/identities/lccn-n88181630,A4275,79076696,n88181630,,stoa0244f,urn:cts:latinLit:stoa0244f:
https://catalog.digitallatin.org/dll-author/A4284,"Pompeius, active 5th century-6th century",,Sextus Pompeius Maurus,,,,,,,,,,,,,5th Century A.D. - 6th Century A.D.,Classical,http://viaf.org/viaf/251044515,https://lccn.loc.gov/no2004094622,http://id.loc.gov/authorities/names/no2004094622,,,,,,,,,A4284,251044515,no2004094622,,,
